# SAT_NAME
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG     PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------   
1 00106U 61011  C 61245.65856299  .01934985 +00000-0 +00000-0 0  9993 | 2 00106 081.8681 045.6978 0215079 039.0670 321.7165 15.80427697021703 | 1961/09/02-15:48:19  172.1547   91.1146     6707.3673     5264.7534     8149.9811  57.180182  58.590209   0.019625   0.214182
1 00107U 61013A   25292.24479416  .00006984  00000-0  84455-3 0  9992 | 2 00107  28.7854 264.2729 0500509  40.2510 323.4043 14.20682686242186 | 2025/10/19-05:52:30  208.1622  101.3597     7201.1819     3596.9256    10805.4383  -2.872506 -28.641717   0.283663  -0.412364
1 00108U 61014  A 61192.30841649  .03088518 +00000-0 +00000-0 0  9998 | 2 00108 082.1099 287.8945 0000000 083.7866 276.2133 16.32172046003909 | 1961/07/11-07:24:07  112.1044   88.2260     6564.8461     6564.8461     6564.8461  25.229521 -78.137744   0.000000   0.000000
1 00109U 61014  B 61169.50401349  .09910278 +00000-0 +00000-0 0  9997 | 2 00109 082.1100 315.3312 0029223 172.6556 187.3661 16.11467877000259 | 1961/06/18-12:05:46  132.5837   89.3595     6620.9566     6427.4724     6814.4408  58.395187 -57.723949  -0.017986   0.023032
1 00115U 60002D   25291.46981843  .00006571  00000-0  59392-3 0  9997 | 2 00115  48.1626 208.4029 0027558 249.6450 110.1506 14.96109968481918 | 2025/10/18-11:16:32  348.1368   96.2496     6957.0666     6765.3438     7148.7895 -42.365003 -22.909443  -0.003858   0.027287
1 00116U 61015A   25292.25571534  .00000124  00000-0  15373-3 0  9992 | 2 00116  66.8071 120.3498 0068577  81.5030 279.3814 13.92271542263163 | 2025/10/19-06:08:13  358.7986  103.4281     7298.8182     6798.2871     7799.3492 -33.756149  57.651635  -0.063649  -0.025526
1 00117U 61015B   25292.29390733  .00000022  00000-0  77968-4 0  9993 | 2 00117  66.8120 232.3956 0071101 108.1208 252.7631 13.90154075260575 | 2025/10/19-07:03:13  260.5401  103.5856     7306.2279     6786.7478     7825.7080 -40.769084 -52.931325   0.067030  -0.023715
1 00118U 61015C   25292.28474735  .00000270  00000-0  22063-3 0  9998 | 2 00118  66.7632 301.4368 0074921  81.0168 279.9387 14.02621535282358 | 2025/10/19-06:50:02  188.1207  102.6649     7262.8684     6718.7270     7807.0097  34.820864 -56.963430   0.069241   0.028615
1 00119U 61015D   25292.29510712  .00001602  00000-0  66298-3 0  9994 | 2 00119  66.7260 295.1184 0093284  73.7480 287.3854 14.26837879323948 | 2025/10/19-07:04:57  198.0009  100.9225     7180.4570     6510.6353     7850.2788  28.324534 -60.415891   0.092169   0.014378
1 00120U 61015E   25292.25821666  .00001431  00000-0  55743-3 0  9998 | 2 00120  66.7064 341.1062 0112306 183.3855 176.6497 14.29159938313892 | 2025/10/19-06:11:49  139.7944  100.7585     7172.6772     6367.1425     7978.2119  63.112286 -21.600536  -0.108217   0.030028
1 00121U 61015F   25292.31372973  .00000088  00000-0  10910-3 0  9992 | 2 00121  66.7462 280.2565 0092708 177.9149 182.2340 14.00174236292640 | 2025/10/19-07:31:46  220.5698  102.8443     7271.3289     6597.2185     7945.4392  11.884507 -65.679629  -0.013177   0.091767
1 00122U 61015G   25292.04458771  .00018944  00000-0  17043-2 0  9997 | 2 00122  66.7422 165.5508 0036439  27.7353 332.5711 14.95185741358144 | 2025/10/19-01:04:12  237.9616   96.3091     6959.9333     6706.3203     7213.5463 -64.631094  16.653615  -0.035464  -0.008374
1 00123U 61015H   25292.29589440  .00001191  00000-0  37378-3 0  9993 | 2 00123  66.6878 350.3658 0101372  86.4736 274.7956 14.41214084344816 | 2025/10/19-07:06:05  142.9019   99.9158     7132.6269     6409.5783     7855.6756  65.747256 -11.160688   0.023081   0.098710
1 00124U 61015J   25292.04331062  .00000678  00000-0  25843-3 0  9995 | 2 00124  66.5436 164.3240 0076633 296.2243  63.0993 14.35334069324313 | 2025/10/19-01:02:22  239.7102  100.3251     7152.0934     6604.0071     7700.1798 -64.068512  17.979892  -0.014029   0.075338
1 00125U 61015K   25292.06300409  .00000756  00000-0  48188-3 0  9993 | 2 00125  66.8751 172.8372 0079212 243.0093 116.2891 14.07467033283326 | 2025/10/19-01:30:43  238.3312  102.3115     7246.1895     6672.2043     7820.1747 -66.353198   8.338594   0.044471   0.065551
1 00126U 61015L   25291.98502838  .00002767  00000-0  82199-3 0  9998 | 2 00126  66.7121  19.4781 0051930  73.2947 287.3849 14.43926103329765 | 2025/10/18-23:38:26    2.1610   99.7281     7123.6930     6753.7596     7493.6264  62.894101  22.244918  -0.002512   0.051869
1 00127U 61015M   25292.20394503  .00003872  00000-0  10483-2 0  9997 | 2 00127  66.8285 231.1021 0067309 198.9521 160.9081 14.47410667331964 | 2025/10/19-04:53:40  230.3822   99.4880     7112.2552     6633.5364     7590.9739 -41.963923 -52.010360   0.022961   0.063272
1 00128U 61015N   25291.77469639  .00000193  00000-0  17262-3 0  9998 | 2 00128  66.6751  63.6172 0087981 127.1073 233.8093 14.01947464281237 | 2025/10/18-18:35:33  241.8581  102.7143     7265.1962     6625.9970     7904.3955  29.628165  59.730568  -0.086444  -0.016372
1 00129U 61015  P 81243.38994460  .11582138 +30779-4 +29390-2 0  9990 | 2 00129 066.5360 148.0205 0024828 248.7788 111.1346 16.27573342071597 | 1981/08/31-09:21:31  331.9177   88.4753     6577.2063     6413.9074     6740.5052 -56.438340  35.238517   0.019881   0.014872
1 00130U 61015Q   25292.25136796  .00000185  00000-0  17648-3 0  9999 | 2 00130  66.7685 129.2626 0078676 100.0266 260.9706 13.99350328277741 | 2025/10/19-06:01:58  348.2037  102.9049     7274.1827     6701.8791     7846.4863 -42.256155  51.695744  -0.051316  -0.059637
1 00131U 61015R   25292.29759502  .00000314  00000-0  25099-3 0  9993 | 2 00131  66.7366 344.1479 0086730 239.6828 119.5657 14.01669550269700 | 2025/10/19-07:08:32  151.7544  102.7346     7266.1565     6635.9628     7896.3503  64.198608 -18.229442  -0.062566  -0.060063
1 00132U 61015S   25292.14811373  .00000051  00000-0  94181-4 0  9990 | 2 00132  66.6602 207.6995 0075775 347.0234  12.8894 13.94722608270054 | 2025/10/19-03:33:17  233.5779  103.2463     7290.2644     6737.8446     7842.6842 -59.020787 -30.985949  -0.073287  -0.019258
1 00133U 61015T   25292.27725755  .00001412  00000-0  65884-3 0  9992 | 2 00133  67.1123 111.9390 0053012 324.2735  35.4820 14.22483994299211 | 2025/10/19-06:39:15   16.1148  101.2314     7195.1013     6813.6746     7576.5281 -25.074447  62.252172   0.012634   0.051485
1 00134U 61015U   25292.28920104  .00000306  00000-0  26417-3 0  9999 | 2 00134  66.8789 279.8687 0080767   0.6344 359.4826 13.97658244272036 | 2025/10/19-06:56:26  212.1350  103.0295     7280.0526     6692.0645     7868.0406  11.462436 -65.889300   0.014723  -0.079414
1   135U 61015V   02107.40887136 +.27780205 +00000-0 +16188-1 0  9995 | 2   135 066.6789 334.0564 0019795 237.0414 120.1192 16.12436535107695 | 2002/04/17-09:48:46   21.3344   89.3058     6618.3047     6487.2953     6749.3140  59.959342 -29.171098  -0.016950  -0.010224
1 00136U 61015W   25292.19325865  .00003450  00000-0  10771-2 0  9992 | 2 00136  67.5295 181.6211 0051772 255.1168 104.4206 14.41099145322020 | 2025/10/19-04:38:17  276.3284   99.9237     7133.0062     6763.7162     7502.2962 -67.502472  -1.910393   0.011877   0.050391
1 00137U 61015  X 80348.12845084  .07037633 +00000-0 +41851-1 0  9998 | 2 00137 066.5452 011.0803 0028724 046.3621 313.9926 15.60881807001670 | 1980/12/13-03:04:58  116.7671   92.2555     6763.2457     6568.9782     6957.5131  65.304718  12.788960   0.015458   0.024210
1 00138U 61015Y   25292.31798034  .00001104  00000-0  73644-3 0  9993 | 2 00138  67.1557 334.8687 0035019 300.7810  58.9833 14.04408489269006 | 2025/10/19-07:37:53  167.8766  102.5343     7256.7063     7002.5837     7510.8289  60.798535 -28.520627   0.003447  -0.034849
1 00139U 61015  Z 78169.82700297  .00246524 +00000-0 +00000-0 0  9995 | 2 00139 067.1191 308.3513 0039978 247.0843 112.6056 15.65238762912881 | 1978/06/18-19:50:53  256.3747   91.9987     6750.6892     6480.8101     7020.5682  41.646156 -52.636217  -0.038536  -0.010640
1 00140U 61015 AA 62270.11842698  .02053513 +00000-0 +00000-0 0  9993 | 2 00140 066.5931 170.5466 0060295 288.9744 070.3730 16.01434628068807 | 1962/09/27-02:50:32  238.1631   89.9194     6648.5820     6247.7058     7049.4583 -65.688733  10.937609  -0.009973   0.059464
1 00141U 61015AB  25292.26089208  .00000632  00000-0  57922-3 0  9993 | 2 00141  66.5876 275.5116 0059026 211.0575 148.7008 13.88780107238369 | 2025/10/19-06:15:41  206.6317  103.6881     7311.0460     6879.5042     7742.5878   6.395558 -66.279750  -0.035167   0.047406
1 00142U 61015 AC 67353.53905254  .01734862 +00000-0 +00000-0 0  9998 | 2 00142 067.0565 028.6142 0010998 010.2011 349.9276 15.83418175348911 | 1967/12/19-12:56:14  252.7549   90.9425     6698.9195     6625.2448     6772.5942  58.866508  32.113991   0.008569   0.006894
1 00143U 61015 AD 62164.79996379  .01714948 +00000-0 +00000-0 0  9993 | 2 00143 066.2402 112.5975 0041368 055.8253 356.3771 16.02917191052905 | 1962/06/13-19:11:56   24.8036   89.8362     6644.4818     6369.6129     6919.3507 -25.453131  61.154740  -0.040526   0.008302
1 00144U 61015AE  25292.25589735  .00000374  00000-0  35547-3 0  9997 | 2 00144  66.4983 264.2668 0039702 164.0881 196.1453 13.91506388251124 | 2025/10/19-06:08:29  215.5983  103.4850     7301.4935     7011.6096     7591.3774  -6.642935 -66.165666   0.014644   0.036902
1 00145U 61015AF  25292.28758024  .00000561  00000-0  40475-3 0  9994 | 2 00145  66.9255 260.1872 0056838 117.5929 243.0946 14.03081924282917 | 2025/10/19-06:54:06  230.6609  102.6312     7261.2795     6848.5629     7673.9961 -11.406089 -65.946370   0.054123   0.017356
1 00146U 61015 AG 69188.03591139  .58216822 +00000-0 +00000-0 0  9991 | 2 00146 066.9466 048.3540 0074760 301.4810 057.9117 16.49108106427925 | 1969/07/07-00:51:42  250.0008   87.3199     6519.8223     6032.4004     7007.2442  44.487781  50.026839   0.073587  -0.013194
1 00147U 61015AH  25292.28029452  .00001895  00000-0  85023-3 0  9991 | 2 00147  66.6159 266.7422 0059699 248.4058 111.0669 14.23693057300169 | 2025/10/19-06:43:37  222.6907  101.1454     7191.0272     6761.7300     7620.3243  -3.785695 -66.508245  -0.054171   0.025090
1 00148U 61015AJ  25292.23154455  .00002459  00000-0  13227-2 0  9992 | 2 00148  65.7750  27.6933 0131536  85.7071 275.9026 14.10288018724997 | 2025/10/19-05:33:25   82.0045  102.1068     7236.5233     6284.6600     8188.3866  58.240341  30.568175  -0.052240   0.120717
1 00149U 61015 AK 79016.58215268  .00299679 +00000-0 +00000-0 0  9999 | 2 00149 067.0786 137.3151 0012536 137.9270 222.2788 15.05239877947746 | 1979/01/16-13:58:17  187.4648   95.6658     6928.9065     6842.0457     7015.7672 -49.309029  45.477008   0.001145  -0.012484
1 00150U 61015AL  25292.09783092  .00000484  00000-0  50366-3 0  9996 | 2 00150  66.2455 137.7739 0054414  30.1338 330.2844 13.83598725 75141 | 2025/10/19-02:20:52  284.8467  104.0764     7329.2872     6930.4714     7728.1030 -49.054695  44.520817  -0.053207   0.011399
1 00151U 61015 AM 67329.39118118  .01422141 +00000-0 +00000-0 0  9994 | 2 00151 066.8381 085.9273 0044334 231.5785 128.1289 15.71211853344235 | 1967/11/25-09:23:18  118.8281   91.6490     6733.5694     6435.0434     7032.0955   4.746988  66.669316   0.032689  -0.029948
1 00152U 61015AN  25292.27273488  .00000801  00000-0  43941-3 0  9995 | 2 00152  66.5944 213.5716 0150217 357.4102   2.6190 14.11282498292086 | 2025/10/19-06:32:44  272.5758  102.0349     7233.1233     6146.5853     8319.6614 -55.486150 -36.825280  -0.128786  -0.077327
1 00153U 61015 AP 81109.85475893  .11253241 +00000-0 +47770-1 0  9995 | 2 00153 067.0866 035.8296 0019849 221.7533 138.3946 15.63487075093070 | 1981/04/19-20:30:51  119.5886   92.1018     6755.7304     6621.6359     6889.8249  54.391233  39.270926  -0.004268  -0.019385
1 00154U 61015AQ  25292.00817717  .00000514  00000-0  35054-3 0  9994 | 2 00154  66.6595  40.9458 0083743 185.3189 174.7017 14.06136210282721 | 2025/10/19-00:11:46  349.7087  102.4083     7250.7608     6643.5604     7857.9613  50.349910  43.684957  -0.057894  -0.060508
1 00155U 61015AR  25292.12236667  .00005600  00000-0  14379-2 0  9994 | 2 00155  66.8776 194.0559 0031121  85.6767 274.7898 14.50612757326120 | 2025/10/19-02:56:12  237.3735   99.2684     7101.7849     6880.7702     7322.7995 -64.875234 -16.242458   0.005261  -0.030673
1 00156U 61015AS  98268.24939133  .08387044  46110+0  29248-1 0  9993 | 2 00156 066.9586 167.2062 0020807 204.3324 155.8200 16.02457719902322 | 1998/09/25-05:59:07  286.2812   89.8620     6645.7519     6507.4737     6784.0300 -65.296240  14.827512   0.020386   0.004162
1 00157U 61015 AT 80366.73704285  .01604760 +00000-0 +58916-2 0  9990 | 2 00157 066.7057 153.5182 0016804 216.0306 143.9849 15.84119847036643 | 1980/12/31-17:41:20  212.1030   90.9022     6696.9412     6584.4058     6809.4766 -59.706675  29.744973   0.016571   0.002788
1 00158U 61015AU  25292.24324062  .00000222  00000-0  71029-3 0  9998 | 2 00158  67.0750 323.6514 0604185  29.9684 333.4516 12.66062663974842 | 2025/10/19-05:50:15  148.4582  113.7384     7776.1574     3077.9197    12474.3950  54.023937 -39.755123   0.600443  -0.067140
1 00159U 61015AV  25292.26610245  .00000464  00000-0  12110-2 0  9995 | 2 00159  65.5277  47.2859 0376687 250.9806 105.0060 13.02951106 49464 | 2025/10/19-06:23:11   80.5099  110.5183     7628.6864     4755.0594    10502.3134  44.450093  48.146326   0.178389  -0.331769
1 00160U 61016  A 61336.56238410  .02296891 +00000-0 +00000-0 0  9996 | 2 00160 082.8851 198.0580 0064295 339.6908 020.4352 16.18235548022908 | 1961/12/02-13:29:49   75.4267   88.9858     6602.4839     6177.9772     7026.9906 -78.802446 -25.692689  -0.064245   0.002526
1 00161U 61015 AW 81239.52389810  .20250428 +31312-4 +12929-1 0  9991 | 2 00161 066.6625 072.7693 0032930 014.4292 337.6869 16.34977988059013 | 1981/08/27-12:34:24   99.3789   88.0746     6557.3329     6341.4000     6773.2659  19.746756  63.670672   0.001609   0.032891
1 00162U 61017A   25291.97324714  .00000204  00000-0  10318-3 0  9992 | 2 00162  47.9006  26.0138 0043406  34.1042 326.2627 14.45254224356889 | 2025/10/18-23:21:28  351.6852   99.6364     7119.3281     6810.3066     7428.3497  43.047715  21.008610   0.021626   0.037635
1 00163U 61018A   25292.26456456 -.00000001  00000-0 -97148-3 0  9999 | 2 00163  91.1108 194.8824 0101092  59.5463 301.5351  8.91838382 92530 | 2025/10/19-06:20:58  287.2635  161.4642     9822.2519     8829.3008    10815.2030 -88.054490 -23.400527  -0.027137  -0.097382
1 00164U 61018  B 61202.24057659  .22383382 +00000-0 +00000-0 0  9997 | 2 00164 090.8000 219.2143 0990003 147.4796 215.7677 14.14423293001101 | 1961/07/21-05:46:25  162.9045  101.8083     7222.4117       72.2024    14372.6210 -70.350634 -57.405821   0.983254   0.115400
1 00165U 61017B   14049.78627807  .51550117  11846-4  32605-2 0  9997 | 2 00165 047.8209 176.0638 0008818 302.4463 186.3275 16.40853519815853 | 2014/02/18-18:52:14  126.8772   87.7592     6541.6700     6483.9856     6599.3545 -47.708096   3.282695  -0.004209   0.007749
1 00166U 61017  C 92061.43457846  .02354195 +87040-2 +28131-2 0  9994 | 2 00166 047.9289 070.8616 0006173 014.9088 345.6348 16.10528449649900 | 1992/03/01-10:25:47  244.5163   89.4116     6623.5310     6582.6440     6664.4181  15.713544  45.279841   0.000455   0.006156
1 00167U 61017D   25291.67886295  .00000464  00000-0  25515-3 0  9994 | 2 00167  47.8472  30.3037 0090802 202.5702 157.1175 14.24018819330259 | 2025/10/18-16:17:33  241.8060  101.1223     7189.9304     6537.0704     7842.7905  41.309501  24.142902  -0.054805  -0.072397
1 00168U 61019  A 61218.85853340 -.00718067 +00000-0 +00000-0 0  9996 | 2 00168 064.8394 077.9109 0064437 079.6523 280.7169 16.28592179000104 | 1961/08/06-20:36:17  185.9299   88.4199     6574.4629     6150.8242     6998.1016  13.579481  63.401463  -0.059559   0.024593
1 00169U 61019  B 61220.02572759  .02945771 +00000-0 +00000-0 0  9996 | 2 00169 064.9111 073.5519 0008887 307.5918 052.4478 16.32453772000295 | 1961/08/08-00:37:02  251.9588   88.2108     6564.0908     6505.7557     6622.4259  18.379364  62.254718   0.008289   0.003206
1 00170U 61020  A 62006.49823000  .00000000 +00000-0 +00000-0 0  9997 | 2 00170 033.8290 154.3199 8436000 179.3000 182.4383 00.90303905001300 | 1962/01/06-11:57:27  128.8915 1594.6154    45213.0864  -336204.5102   426630.6829 -30.487628  14.659665   7.557527  -3.748318
1 00171U 61015 AX 62024.95114444  .04322575 +00000-0 +00000-0 0  9996 | 2 00171 067.1320 191.9744 0000000 105.5174 254.4825 16.22018576031730 | 1962/01/24-22:49:38  274.2126   88.7783     6592.2139     6592.2139     6592.2139 -65.671234 -13.928187   0.000000  -0.000000
1 00172U 61015AY  25292.26337398  .00000737  00000-0  10286-2 0  9990 | 2 00172  67.0700 359.7070 0138949 236.8484 121.9187 13.59068121172377 | 2025/10/19-06:19:15  124.3234  105.9550     7417.2177     6386.6027     8447.8326  67.069123  -0.342982  -0.076579  -0.115942
1 00173U 61021  A 94364.38400389  .00000009 +00000-0 +00000-0 0  9991 | 2 00173 069.9919 299.0055 0008069 186.1256 173.9728 13.73728473115186 | 1994/12/30-09:12:57  297.7204  104.8242     7364.3526     7304.9297     7423.7756  33.938623 -61.213037  -0.004643   0.006599
1 00174U 61021  B 61239.17145250  .01967683 +00000-0 +00000-0 0  9998 | 2 00174 032.8838 253.4261 0167023 236.8764 123.9075 15.95288715000608 | 1961/08/27-04:06:53  142.6722   90.2658     6665.6470     5552.3307     7778.9634  -9.380163 -31.517564  -0.108034   0.127378
1 00175U 61015AZ  99071.77920265  .09966680  28445+0  26124-1 0  9992 | 2 00175 066.5216 212.3883 0019997 331.8582 028.1554 16.01824479917333 | 1999/03/12-18:42:03  238.0809   89.8975     6647.5032     6514.5731     6780.4334 -56.173322 -35.632586  -0.019942  -0.001481
1 00176U 61015 BA 82042.63725928  .33822185 +00000-0 +40826-1 0  9998 | 2 00176 066.7337 133.1652 0026857 002.2831 357.8503 15.78626601054094 | 1982/02/11-15:17:39  237.4762   91.2185     6712.4680     6532.1913     6892.7448 -45.652806  48.674511  -0.019139   0.018842
1 00177U 61015BB  25292.27788486  .00000717  00000-0  38922-3 0  9990 | 2 00177  66.6528  98.8425 0115146 259.5261  99.2837 14.14710632307089 | 2025/10/19-06:40:09   30.3834  101.7876     7221.4337     6389.9145     8052.9529 -10.245790  65.860607   0.115099  -0.003278
1 00178U 61015BC  25292.23157073  .00000108  00000-0  13835-3 0  9999 | 2 00178  66.8649 229.5848 0078614 172.8715 187.3504 13.92988668263685 | 2025/10/19-05:33:27  241.5103  103.3749     7296.3129     6722.7206     7869.9053 -43.349979 -50.908684   0.058001   0.053067
1 00179U 61015BD  00063.60597688 +.09719593 +17753-0 +39641-1 0  9998 | 2 00179 066.8455 229.5006 0016860 326.1818 033.8226 15.92061270965060 | 2000/03/03-14:32:36  150.3219   90.4488     6674.6524     6562.1178     6787.1871 -43.412147 -50.830172  -0.016232  -0.004557
1 00180U 61022  A 61238.75937549  .00000000 +00000-0 +00000-0 0  9999 | 2 00180 036.4200 079.3906 0319912 275.1356 086.6609 14.93380756000151 | 1961/08/26-18:13:30  166.9412   96.4255     6965.5403     4737.1804     9193.9002   6.705381  35.797406   0.318453  -0.030517
1 00181U 61023  A 61249.14746499  .02933314 +00000-0 +00000-0 0  9993 | 2 00181 082.0800 337.4358 0268312 067.4059 294.0307 15.87064218001004 | 1961/09/06-03:32:20   59.2071   90.7336     6688.6557     4894.0091     8483.3023  75.796789 -31.495606   0.190249   0.189200
1 00182U 61024  A 61340.43538570  .01361516 +00000-0 +00000-0 0  9996 | 2 00182 082.6155 267.4048 0069272 180.1812 179.8199 16.14171846013353 | 1961/12/06-10:26:57  324.3028   89.2098     6613.5605     6155.4259     7071.6950  -3.740772 -82.530767   0.002918   0.069211
1 00184U 61025  B 61256.63897380 -.05499469 +00000-0 +00000-0 0  9998 | 2 00184 032.5825 065.4303 0000000 263.2197 096.7802 16.46285565000012 | 1961/09/13-15:20:07  156.9765   87.4696     6527.2723     6527.2723     6527.2723  13.547800  29.632354   0.000000  -0.000000
1 00185U 61024  B 61258.99336049  .04953983 +00000-0 +00000-0 0  9993 | 2 00185 082.5800 353.8751 0134589 133.4681 227.1040 15.87310449000500 | 1961/09/15-23:50:26  357.8593   90.7195     6687.9640     5787.8376     7588.0903  82.108606  -8.810971  -0.081640   0.107000
1 00186U 61026  A 61288.16909210  .00739682 +00000-0 +00000-0 0  9998 | 2 00186 082.6773 347.8258 0071220 045.8928 314.4044 16.06555875004355 | 1961/10/15-04:03:29   96.2039   89.6327     6634.4453     6161.9401     7106.9505  80.817966 -17.435373   0.059239   0.039535
1 00187U 61024  C 61264.78699169  .03861820 +00000-0 +00000-0 0  9991 | 2 00187 082.7052 347.7367 0160768 097.8544 263.0750 15.85958694001402 | 1961/09/21-18:53:16  295.0581   90.7968     6691.7636     5615.9422     7767.5851  80.818018 -17.566957   0.012359   0.160292
1 00188U 61018C   25292.19445695 -.00000033  00000-0 -11627-1 0  9992 | 2 00188  91.1116 197.6212 0124266 288.2867  70.4521  8.93830216 96664 | 2025/10/19-04:40:01  261.5594  161.1044     9807.6544     8588.8964    11026.4124 -86.836527 -27.581537  -0.072880   0.100651
