# SPACE DATA - CATALOG TLEs (nice format)
# Generated : 2026/03/21-13:43:36
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG      ARG_LAT     TANOM    PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------
1 00093U 61008  C 61068.57068920  .00000000 +00000-0 +00000-0 0  9995 | 2 00093 064.9299 298.7499 0000000 117.5648 242.4351 16.37479598000058 | 1961/03/09-13:41:47  253.7733  359.9999  242.4351   87.9400     6550.6527     6550.6527     6550.6527  31.230453 -56.925835   0.000000   0.000000
1 00095U 61009  A 61084.30125903  .00304554 +00000-0 +00000-0 0  9993 | 2 00095 064.9999 305.7360 0000000 042.2018 317.7981 16.36297684000012 | 1961/03/25-07:13:48  166.0163  359.9999  317.7981   88.0035     6553.8067     6553.8067     6553.8067  37.963279 -52.761505   0.000000  -0.000000
1 00096U 61009  B 61084.91338443  .10339310 +00000-0 +00000-0 0  9995 | 2 00096 065.0000 304.1020 0048232 041.7292 318.4575 16.39704983000117 | 1961/03/25-21:55:16   28.0512  359.8185  318.0893   87.8207     6544.7244     6513.1579     6576.2909  36.443413 -53.822650   0.004676  -0.001181
1 00097U 61009  C 61084.60967635  .00299049 +00000-0 +00000-0 0  9996 | 2 00097 065.0000 305.2646 0053086 041.8763 318.3297 16.26495110000060 | 1961/03/25-14:37:56  276.9373  359.7996  317.9233   88.5339     6580.1127     6545.1815     6615.0439  37.527962 -53.072140   0.005175  -0.001181
1 00099U 60003  D 79186.84178960  .01646730 +24659-2 +98060-3 0  9992 | 2 00099 051.2611 217.5480 0004728 097.4296 263.3330 16.18346998058087 | 1979/07/05-20:12:10  188.2949    0.7088  263.2792   88.9797     6602.1808     6599.0592     6605.3023 -40.642008 -31.239840   0.000334  -0.000334
1 00100U 61011  A 62098.29790496  .00498777 +00000-0 +00000-0 0  9993 | 2 00100 082.2270 159.1991 0030504 264.6516 094.9985 16.09519096056721 | 1962/04/08-07:08:58  325.2484  359.9982   95.3466   89.4677     6626.2999     6606.0870     6646.5127 -76.867452  29.200588   0.001344   0.002738
1 00101U 60002  C 83106.81622310  .09665547 +57417-4 +11294-2 0  9990 | 2 00101 048.4727 027.9990 0000398 270.9061 249.8269 16.35832332249187 | 1983/04/16-19:35:21  129.7980  160.7287  249.8226   88.0286     6555.0496     6554.7887     6555.3105  42.799251  22.755807   0.000019  -0.000035
1 00102U 61011  B 62141.57070259  .02778262 +00000-0 +00000-0 0  9995 | 2 00102 081.8800 137.0465 0000000 256.3089 108.2152 16.31367068060601 | 1962/05/21-13:41:48  122.6703    4.5241  108.2152   88.2695     6567.0055     6567.0055     6567.0055 -59.928542  55.793407   0.000000   0.000000
1 00104U 61012  B 61104.66220665  .04001968 +00000-0 +00000-0 0  9998 | 2 00104 065.0699 318.9234 0085709 098.8261 261.6679 16.23126885000396 | 1961/04/14-15:53:34  301.7153  359.5238  260.6977   88.7176     6589.2127     6532.7372     6645.6882  49.051760 -42.755312   0.004574   0.007249
1 00105U 60014  D 72059.92842267  .01803377 +00000-0 +00000-0 0  9999 | 2 00105 050.4242 028.4966 0062390 251.9739 107.4401 15.88057487557429 | 1972/02/28-22:16:55  284.5757    0.0945  108.1206   90.6768     6685.8664     6644.1533     6727.5795  44.315078  24.057719   0.001134  -0.006135
1 00106U 61011  C 61245.65856299  .01934985 +00000-0 +00000-0 0  9993 | 2 00106 081.8681 045.6978 0215079 039.0670 321.7165 15.80427697021703 | 1961/09/02-15:48:19  352.3080  359.2238  320.1568   91.1146     6707.3673     6563.1059     6851.6286  57.180182  58.590209   0.001962   0.021418
1 00107U 61013A   26080.42763639  .00002851  00000-0  33431-3 0  9998 | 2 00107  28.7741 102.3364 0494308  28.8527 333.8473 14.21809394263999 | 2026/03/21-10:15:47   48.7722    0.0581  331.2054  101.2794     7197.3771     6841.6050     7553.1492  -6.147617  28.109707  -0.032552   0.037199
1 00108U 61014  A 61192.30841649  .03088518 +00000-0 +00000-0 0  9998 | 2 00108 082.1099 287.8945 0000000 083.7866 276.2133 16.32172046003909 | 1961/07/11-07:24:07  292.9010  359.9999  276.2133   88.2260     6564.8461     6564.8461     6564.8461  25.229521 -78.137744   0.000000   0.000000
1 00109U 61014  B 61169.50401349  .09910278 +00000-0 +00000-0 0  9997 | 2 00109 082.1100 315.3312 0029223 172.6556 187.3661 16.11467877000259 | 1961/06/18-12:05:46  312.5850  359.9789  187.3233   89.3595     6620.9566     6601.6082     6640.3050  58.395187 -57.723949  -0.001799   0.002303
1 00115U 60002D   26080.59370011  .00004696  00000-0  41452-3 0  9991 | 2 00115  48.1619 171.6512 0027194 225.0566 134.8147 14.97645243505003 | 2026/03/21-14:14:55   41.4112    0.0918  135.0352   96.1509     6952.3113     6933.4051     6971.2174 -47.651503   6.993057   0.002180   0.001625
1 00116U 61015A   26080.47723658 -.00000022  00000-0  41802-4 0  9993 | 2 00116  66.8077 105.4547 0078826 330.0701  29.5883 13.92314381284492 | 2026/03/21-11:27:13   66.6517    0.1083   30.0382  103.4249     7298.6684     7241.1360     7356.2009 -17.802676  64.392030   0.001970   0.007632
1 00117U 61015B   26080.53403235 -.00000030  00000-0  36350-4 0  9998 | 2 00117  66.8117 218.8346 0078209 354.2183   5.7984 13.90180665281872 | 2026/03/21-12:49:00  332.4856    0.1081    5.8898  103.5837     7306.1348     7248.9942     7363.2753 -52.043604 -41.895902  -0.006555  -0.004266
1 00118U 61015C   26080.58546224  .00000128  00000-0  12978-3 0  9996 | 2 00118  66.7624 279.0776 0085645 329.5255  30.0866 14.02704848303850 | 2026/03/21-14:03:03  291.2611    0.1087   30.5832  102.6588     7262.5808     7200.3804     7324.7812  10.533239 -65.926239  -0.003125  -0.007974
1 00119U 61015D   26080.57023473  .00000251  00000-0  12967-3 0  9997 | 2 00119  66.7250 256.5129 0105146 320.5381  38.8090 14.27211973345814 | 2026/03/21-13:41:08  308.5816    0.1100   39.5719  100.8960     7179.2022     7103.7158     7254.6887 -15.562034 -64.884888  -0.008392  -0.006335
1 00120U 61015E   26080.56941929  .00000658  00000-0  27396-3 0  9996 | 2 00120  66.7049 300.5629 0104513  66.6816 294.5238 14.29473310335805 | 2026/03/21-13:39:57  262.3759    0.1099  293.4283  100.7364     7171.6289     7096.6760     7246.5817  33.918372 -57.437686   0.010368   0.001318
1 00121U 61015F   26080.52796589  .00000007  00000-0  56453-4 0  9998 | 2 00121  66.7456 259.4199 0086642  64.4811 296.5201 14.00216123314091 | 2026/03/21-12:40:16  288.7205    0.1085  295.6274  102.8413     7271.1838     7208.1848     7334.1828 -12.255156 -65.610870   0.007001  -0.005105
1 00122U 61015G   26080.39862931  .00015675  00000-0  12540-2 0  9993 | 2 00122  66.7398  79.6488 0045789 274.0314  85.5586 14.99501838381100 | 2026/03/21-09:34:01   64.0710    0.1134   86.0820   96.0319     6946.5714     6914.7638     6978.3791  11.991897  65.653601   0.004551  -0.000504
1 00123U 61015H   26080.57050737  .00000585  00000-0  19369-3 0  9998 | 2 00123  66.6860 301.6622 0112800 330.4861  28.9904 14.41586158366906 | 2026/03/21-13:41:31  263.3993    0.1108   29.6247   99.8900     7131.3996     7050.9574     7211.8418  35.004163 -56.760295   0.000423  -0.011272
1 00124U 61015J   26080.51654787  .00000572  00000-0  22107-3 0  9998 | 2 00124  66.5425 116.6128 0071131 199.0201 160.8241 14.35866332346340 | 2026/03/21-12:23:49   68.5496    0.1097  161.0896  100.2879     7150.3258     7099.4649     7201.1868 -29.808301  59.492601   0.005085  -0.004974
1 00125U 61015K   26080.47122119  .00000207  00000-0  16598-3 0  9995 | 2 00125  66.8755 148.8466 0067333 132.1984 228.4848 14.07646486304913 | 2026/03/21-11:18:33   20.0564    0.1087  227.9103  102.2984     7245.5736     7196.7870     7294.3603 -57.231070  34.596779   0.001290  -0.006609
1 00126U 61015L   26080.09165559  .00001351  00000-0  40571-3 0  9998 | 2 00126  66.7100 329.7468 0064286 316.4591  43.1449 14.44633235351879 | 2026/03/21-02:11:59   62.8455    0.1107   43.6516   99.6793     7121.3682     7075.5878     7167.1486  57.624590 -33.609980   0.001794  -0.006173
1 00127U 61015M   26080.55495152  .00001404  00000-0  39202-3 0  9993 | 2 00127  66.8282 180.3388 0056824  71.4152 289.3117 14.48271251354165 | 2026/03/21-13:19:07   17.8416    0.1109  288.6957   99.4289     7109.4374     7069.0387     7149.8361 -66.827032  -0.395165  -0.001779  -0.005397
1 00128U 61015N   26080.57788646  .00000095  00000-0  11066-3 0  9992 | 2 00128  66.6759  39.0496 0091784  14.2984 346.0664 14.02011007302796 | 2026/03/21-13:52:09  167.7965    0.1087  345.8103  102.7096     7264.9767     7198.2958     7331.6576  51.780562  42.005345   0.005479   0.007364
1 00129U 61015  P 81243.38994460  .11582138 +30779-4 +29390-2 0  9990 | 2 00129 066.5360 148.0205 0024828 248.7788 111.1346 16.27573342071597 | 1981/08/31-09:21:31  152.7942    0.1785  111.3997   88.4753     6577.2063     6560.8764     6593.5362 -56.438340  35.238517   0.001988   0.001487
1 00130U 61015Q   26080.48320083  .00000055  00000-0  88747-4 0  9999 | 2 00130  66.7690 109.2682 0087120 346.7777  13.1022 13.99405673299182 | 2026/03/21-11:35:48   64.7742    0.1086   13.3309  102.9008     7273.9909     7210.6199     7337.3619 -22.033137  63.028884  -0.000918   0.008664
1 00131U 61015R   26080.63122988  .00000156  00000-0  15117-3 0  9993 | 2 00131  66.7361 321.8605 0074728 133.6472 227.0841 14.01755397291193 | 2026/03/21-15:08:58  263.9284    0.1081  226.4609  102.7283     7265.8599     7211.5635     7320.1562  52.488573 -41.214764  -0.000717   0.007438
1 00132U 61015S   26080.60201712  .00000017  00000-0  69768-4 0  9992 | 2 00132  66.6604 188.3835 0081320 250.8824 108.3438 13.94758949291452 | 2026/03/21-14:26:54   28.3362    0.1079  109.2255  103.2436     7290.1378     7230.8544     7349.4212 -65.948091  -9.718962   0.001515   0.007990
1 00133U 61015T   26080.38978651  .00000887  00000-0  42358-3 0  9991 | 2 00133  67.1131  82.8585 0053314 215.1170 144.6410 14.22896365320996 | 2026/03/21-09:21:17   57.4925    0.1096  144.9926  101.2020     7193.7111     7155.3586     7232.0637   8.343514  66.592447   0.002501  -0.004708
1 00134U 61015U   26080.56262281  .00000096  00000-0  11901-3 0  9999 | 2 00134  66.8784 262.5090 0087680 256.1570 102.9746 13.97736508293459 | 2026/03/21-13:30:10  300.0443    0.1082  103.9512  103.0237     7279.7808     7215.9517     7343.6099  -8.718967 -66.307616  -0.008167   0.003190
1   135U 61015V   02107.40887136 +.27780205 +00000-0 +16188-1 0  9995 | 2   135 066.6789 334.0564 0019795 237.0414 120.1192 16.12436535107695 | 2002/04/17-09:48:46  202.2281  357.3566  120.3152   89.3058     6618.3047     6605.2037     6631.4056  59.959342 -29.171098  -0.001695  -0.001022
1 00136U 61015W   26080.60031334  .00001527  00000-0  48602-3 0  9997 | 2 00136  67.5280 146.5721 0039431 117.1148 243.3994 14.41875130344132 | 2026/03/21-14:24:27   68.2438    0.1111  242.9963   99.8700     7130.4467     7102.3307     7158.5628 -56.357499  37.200311  -0.000434  -0.003919
1 00137U 61015  X 80348.12845084  .07037633 +00000-0 +41851-1 0  9998 | 2 00137 066.5452 011.0803 0028724 046.3621 313.9926 15.60881807001670 | 1980/12/13-03:04:58  297.3861    0.1173  313.7552   92.2555     6763.2457     6743.8189     6782.6724  65.304718  12.788960   0.001546   0.002421
1 00138U 61015Y   26080.62991655  .00000578  00000-0  40711-3 0  9990 | 2 00138  67.1555 317.4329 0030693 200.2916 159.6955 14.04659025290538 | 2026/03/21-15:07:04  268.6226    0.1087  159.8171  102.5160     7255.8434     7233.5730     7278.1137  49.459061 -45.427552  -0.002840   0.001163
1 00139U 61015  Z 78169.82700297  .00246524 +00000-0 +00000-0 0  9995 | 2 00139 067.1191 308.3513 0039978 247.0843 112.6056 15.65238762912881 | 1978/06/18-19:50:53   76.6971    0.1120  113.0277   91.9987     6750.6892     6723.7013     6777.6771  41.646156 -52.636217  -0.003854  -0.001064
1 00140U 61015 AA 62270.11842698  .02053513 +00000-0 +00000-0 0  9993 | 2 00140 066.5931 170.5466 0060295 288.9744 070.3730 16.01434628068807 | 1962/09/27-02:50:32   58.7728  359.9998   71.0254   89.9194     6648.5820     6608.4944     6688.6697 -65.688733  10.937609  -0.000997   0.005946
1 00141U 61015AB  26080.57126598  .00000302  00000-0  31093-3 0  9992 | 2 00141  66.5871 259.2138 0047456 105.3150 255.3179 13.88948587259652 | 2026/03/21-13:42:37  304.9678    0.1076  254.7926  103.6755     7310.4548     7275.7623     7345.1473 -12.461424 -65.410663   0.004731   0.000375
1 00142U 61015 AC 67353.53905254  .01734862 +00000-0 +00000-0 0  9998 | 2 00142 067.0565 028.6142 0010998 010.2011 349.9276 15.83418175348911 | 1967/12/19-12:56:14   72.7932    0.1066  349.9055   90.9425     6698.9195     6691.5520     6706.2870  58.866508  32.113991   0.000857   0.000689
1 00143U 61015 AD 62164.79996379  .01714948 +00000-0 +00000-0 0  9993 | 2 00143 066.2402 112.5975 0041368 055.8253 356.3771 16.02917191052905 | 1962/06/13-19:11:56  205.0961   52.1723  356.3470   89.8362     6644.4818     6616.9949     6671.9687 -25.453131  61.154740  -0.004053   0.000830
1 00144U 61015AE  26080.55514928  .00000168  00000-0  19327-3 0  9997 | 2 00144  66.4978 244.9331 0036424  47.9173 312.4991 13.91631952272456 | 2026/03/21-13:19:24  313.6290    0.1077  312.1904  103.4756     7301.0543     7274.4610     7327.6477 -28.173535 -60.234619   0.001414  -0.003357
1 00145U 61015AF  26080.53494699  .00000287  00000-0  22976-3 0  9994 | 2 00145  66.9249 240.2014 0063485 355.2556   4.7920 14.03237535304415 | 2026/03/21-12:50:19  311.4189    0.1089    4.8533  102.6198     7260.7427     7214.6479     7306.8375 -33.258514 -58.075929  -0.003600  -0.005229
1 00146U 61015 AG 69188.03591139  .58216822 +00000-0 +00000-0 0  9991 | 2 00146 066.9466 048.3540 0074760 301.4810 057.9117 16.49108106427925 | 1969/07/07-00:51:42   70.5263    0.1221   58.6411   87.3199     6519.8223     6471.0801     6568.5645  44.487781  50.026839   0.007359  -0.001319
1 00147U 61015AH  26080.53987904  .00001021  00000-0  47468-3 0  9992 | 2 00147  66.6158 228.4931 0046437 145.1204 215.2949 14.24120099321983 | 2026/03/21-12:57:25  324.5442    0.1093  214.9889  101.1151     7189.5896     7156.2033     7222.9758 -44.146973 -49.886968   0.004513   0.001093
1 00148U 61015AJ  26080.03280037  .00001048  00000-0  57823-3 0  9996 | 2 00148  65.7733 345.9991 0142222   2.9466 357.2419 14.10660957746542 | 2026/03/21-00:47:13   24.7010    0.1087  357.1621  102.0798     7235.2478     7132.3467     7338.1489  63.819302 -15.913004   0.013958  -0.002727
1 00149U 61015 AK 79016.58215268  .00299679 +00000-0 +00000-0 0  9999 | 2 00149 067.0786 137.3151 0012536 137.9270 222.2788 15.05239877947746 | 1979/01/16-13:58:17    7.5419    0.1093  222.1823   95.6658     6928.9065     6920.2204     6937.5925 -49.309029  45.477008   0.000115  -0.001248
1 00150U 61015AL  26080.54410244  .00000096  00000-0  15585-3 0  9991 | 2 00150  66.2459 119.2539 0067780 302.8553  56.6005 13.83795445 96370 | 2026/03/21-13:03:30   76.2721    0.1073   57.2520  104.0616     7328.5926     7278.9194     7378.2658 -32.373088  57.797080   0.003171   0.005991
1 00151U 61015 AM 67329.39118118  .01422141 +00000-0 +00000-0 0  9994 | 2 00151 066.8381 085.9273 0044334 231.5785 128.1289 15.71211853344235 | 1967/11/25-09:23:18  299.7067    0.1057  128.5272   91.6490     6733.5694     6703.7168     6763.4221   4.746988  66.669316   0.003269  -0.002995
1 00152U 61015AN  26080.54715368  .00000208  00000-0  14287-3 0  9991 | 2 00152  66.5946 182.8844 0157416 256.8790 101.4690 14.11473477313717 | 2026/03/21-13:07:54   14.8554    0.1087  103.2297  102.0210     7232.4709     7118.6202     7346.3215 -66.510231  -3.351108   0.002797   0.015491
1 00153U 61015 AP 81109.85475893  .11253241 +00000-0 +47770-1 0  9995 | 2 00153 067.0866 035.8296 0019849 221.7533 138.3946 15.63487075093070 | 1981/04/19-20:30:51  299.9378    0.2986  138.5453   92.1018     6755.7304     6742.3210     6769.1399  54.391233  39.270926  -0.000427  -0.001938
1 00154U 61015AQ  26080.56216068  .00000442  00000-0  30856-3 0  9998 | 2 00154  66.6601  14.0378 0075529  72.8547 288.0791 14.06279588304317 | 2026/03/21-13:29:30  186.5457    0.1086  287.2539  102.3978     7250.2680     7195.5074     7305.0285  64.669357  16.169206   0.000409   0.007542
1 00155U 61015AR  26080.59814397  .00002737  00000-0  69357-3 0  9998 | 2 00155  66.8757 141.5350 0043517 317.0086  42.7627 14.51816084348399 | 2026/03/21-14:21:19   73.2361    0.1112   43.1026   99.1861     7097.8602     7066.9724     7128.7479 -52.362890  41.599123  -0.000646   0.004303
1 00156U 61015AS  98268.24939133  .08387044  46110+0  29248-1 0  9993 | 2 00156 066.9586 167.2062 0020807 204.3324 155.8200 16.02457719902322 | 1998/09/25-05:59:07  107.0181    0.2498  155.9174   89.8620     6645.7519     6631.9240     6659.5797 -65.296240  14.827512   0.002039   0.000416
1 00157U 61015 AT 80366.73704285  .01604760 +00000-0 +58916-2 0  9990 | 2 00157 066.7057 153.5182 0016804 216.0306 143.9849 15.84119847036643 | 1980/12/31-17:41:20   32.3348    0.1285  144.0979   90.9022     6696.9412     6685.6876     6708.1947 -59.706675  29.744973   0.001657   0.000279
1 00158U 61015AU  26080.56325075 -.00000035  00000-0  49296-4 0  9999 | 2 00158  67.0774  24.1195 0614403 297.1630  56.8025 12.66185820994259 | 2026/03/21-13:31:04  183.8262    0.1033   62.9403  113.7274     7775.6531     7297.9147     8253.3916  61.221218  27.410583   0.047938  -0.038430
1 00159U 61015AV  26080.54151411  .00000024  00000-0  21356-3 0  9992 | 2 00159  65.5253  68.3385 0368493 193.8401 165.2306 13.03034682 69430 | 2026/03/21-12:59:46  126.6341    0.1011  166.2610  110.5113     7628.3602     7347.2605     7909.4599  24.186852  60.897957  -0.005015  -0.036506
1 00160U 61016  A 61336.56238410  .02296891 +00000-0 +00000-0 0  9996 | 2 00160 082.8851 198.0580 0064295 339.6908 020.4352 16.18235548022908 | 1961/12/02-13:29:49  255.4846    0.3852   20.6944   88.9858     6602.4839     6560.0332     6644.9346 -78.802446 -25.692689  -0.006425   0.000253
1 00161U 61015 AW 81239.52389810  .20250428 +31312-4 +12929-1 0  9991 | 2 00161 066.6625 072.7693 0032930 014.4292 337.6869 16.34977988059013 | 1981/08/27-12:34:24  279.3993  351.9723  337.5431   88.0746     6557.3329     6535.7396     6578.9262  19.746756  63.670672   0.000161   0.003289
1   162U 61017A   26079.61936037  .00000075  00000-0  66871-4 0  9997 | 2   162  47.8997  51.7914 0044299 319.1247  40.6327 14.45358424378962 | 2026/03/20-14:51:52  169.6873    0.0894   40.9647   99.6293     7118.9860     7087.4496     7150.5223  29.627226  37.637863   0.004350   0.000839
1 00163U 61018A   26079.80996352  .00000001  00000-0 -13154-3 0  9991 | 2 00163  91.1185 201.4141 0100952 252.0715 106.9130  8.91838997106132 | 2026/03/20-19:26:20   89.8299    0.0872  108.0157  161.4641     9822.2474     9723.0899     9921.4050 -84.828225 -33.267902  -0.000614   0.010077
1 00164U 61018  B 61202.24057659  .22383382 +00000-0 +00000-0 0  9997 | 2 00164 090.8000 219.2143 0990003 147.4796 215.7677 14.14423293001101 | 1961/07/21-05:46:25  343.6315  357.2342  209.7546  101.8083     7222.4117     6507.3908     7937.4326 -70.350634 -57.405821   0.098325   0.011540
1 00165U 61017B   14049.78627807  .51550117  11846-4  32605-2 0  9997 | 2 00165 047.8209 176.0638 0008818 302.4463 186.3275 16.40853519815853 | 2014/02/18-18:52:14  307.1574  128.7627  186.3164   87.7592     6541.6700     6535.9016     6547.4385 -47.708096   3.282695  -0.000421   0.000775
1 00166U 61017  C 92061.43457846  .02354195 +87040-2 +28131-2 0  9994 | 2 00166 047.9289 070.8616 0006173 014.9088 345.6348 16.10528449649900 | 1992/03/01-10:25:47   65.4352    0.5260  345.6172   89.4116     6623.5310     6619.4423     6627.6197  15.713544  45.279841   0.000046   0.000616
1 00167U 61017D   26080.26895785 -.00000178  00000-0 -97619-5 0  9990 | 2 00167  47.8442  74.6872 0089498 111.7674 249.2763 14.24132070352146 | 2026/03/21-06:27:17   20.6399    0.0883  248.3209  101.1142     7189.5493     7125.2042     7253.8943  12.635104  46.145656  -0.008893  -0.001006
1 00168U 61019  A 61218.85853340 -.00718067 +00000-0 +00000-0 0  9996 | 2 00168 064.8394 077.9109 0064437 079.6523 280.7169 16.28592179000104 | 1961/08/06-20:36:17    6.2826  359.6426  279.9903   88.4199     6574.4629     6532.0990     6616.8268  13.579481  63.401463  -0.005956   0.002459
1 00169U 61019  B 61220.02572759  .02945771 +00000-0 +00000-0 0  9996 | 2 00169 064.9111 073.5519 0008887 307.5918 052.4478 16.32453772000295 | 1961/08/08-00:37:02   72.4739    0.1204   52.5286   88.2108     6564.0908     6558.2573     6569.9243  18.379364  62.254718   0.000829   0.000321
1 00170U 61020  A 62006.49823000  .00000000 +00000-0 +00000-0 0  9997 | 2 00170 033.8290 154.3199 8436000 179.3000 182.4383 00.90303905001300 | 1962/01/06-11:57:27  309.8756  359.6852  180.3852 1594.6154    45213.0864     7071.3267    83354.8460 -30.487628  14.659665   0.755753  -0.374832
1 00171U 61015 AX 62024.95114444  .04322575 +00000-0 +00000-0 0  9996 | 2 00171 067.1320 191.9744 0000000 105.5174 254.4825 16.22018576031730 | 1962/01/24-22:49:38   94.6541  359.9999  254.4825   88.7783     6592.2139     6592.2139     6592.2139 -65.671234 -13.928187   0.000000  -0.000000
1 00172U 61015AY  26080.54555673  .00000601  00000-0  86147-3 0  9995 | 2 00172  67.0700   8.8197 0126957 128.2145 233.0432 13.59207621193206 | 2026/03/21-13:05:36  185.4322    0.1062  231.8917  105.9441     7416.7102     7322.5498     7510.8705  66.276946  10.283549  -0.009290   0.008653
1 00173U 61021  A 94364.38400389  .00000009 +00000-0 +00000-0 0  9991 | 2 00173 069.9919 299.0055 0008069 186.1256 173.9728 13.73728473115186 | 1994/12/30-09:12:57  118.5878    0.1081  173.9825  104.8242     7364.3526     7358.4103     7370.2949  33.938623 -61.213037  -0.000464   0.000660
1 00174U 61021  B 61239.17145250  .01967683 +00000-0 +00000-0 0  9998 | 2 00174 032.8838 253.4261 0167023 236.8764 123.9075 15.95288715000608 | 1961/08/27-04:06:53  323.3325    2.3539  125.4775   90.2658     6665.6470     6554.3154     6776.9787  -9.380163 -31.517564  -0.010803   0.012738
1 00175U 61015AZ  99071.77920265  .09966680  28445+0  26124-1 0  9992 | 2 00175 066.5216 212.3883 0019997 331.8582 028.1554 16.01824479917333 | 1999/03/12-18:42:03   58.3556    0.1220   28.2638   89.8975     6647.5032     6634.2102     6660.7962 -56.173322 -35.632586  -0.001994  -0.000148
1 00176U 61015 BA 82042.63725928  .33822185 +00000-0 +40826-1 0  9998 | 2 00176 066.7337 133.1652 0026857 002.2831 357.8503 15.78626601054094 | 1982/02/11-15:17:39   57.6109    0.1218  357.8387   91.2185     6712.4680     6694.4404     6730.4957 -45.652806  48.674511  -0.001914   0.001884
